OpenJDK 64-Bit Server VM (25.252-b09) for linux-amd64 JRE (1.8.0_252-8u252-b09-1ubuntu1-b09), built on Apr 16 2020 08:47:49 by "buildd" with gcc 9.3.0
Memory: 4k page, physical 39286120k(39105644k free), swap 10485760k(10485760k free)
CommandLine flags: -XX:InitialHeapSize=4294967296 -XX:MaxHeapSize=4294967296 -XX:+PrintGC -XX:+PrintGCDateStamps -XX:+PrintGCDetails -XX:+PrintGCTimeStamps -XX:+UseCompressedClassPointers -XX:+UseCompressedOops -XX:+UseParallelGC 
2021-01-22T00:41:32.521+0800: 0.377: [GC (Allocation Failure) [PSYoungGen: 1048576K->174591K(1223168K)] 1048576K->232825K(4019712K), 0.0784375 secs] [Times: user=0.12 sys=0.50, real=0.08 secs] 
2021-01-22T00:41:32.746+0800: 0.602: [GC (Allocation Failure) [PSYoungGen: 1223167K->174582K(1223168K)] 1281401K->362334K(4019712K), 0.1017332 secs] [Times: user=0.26 sys=0.54, real=0.11 secs] 
2021-01-22T00:41:32.972+0800: 0.828: [GC (Allocation Failure) [PSYoungGen: 1223158K->174591K(1223168K)] 1410910K->482950K(4019712K), 0.0631942 secs] [Times: user=0.23 sys=0.26, real=0.06 secs] 
2021-01-22T00:41:33.153+0800: 1.009: [GC (Allocation Failure) [PSYoungGen: 1223167K->174588K(1223168K)] 1531526K->603573K(4019712K), 0.0599188 secs] [Times: user=0.20 sys=0.28, real=0.06 secs] 
2021-01-22T00:41:33.333+0800: 1.189: [GC (Allocation Failure) [PSYoungGen: 1223164K->174587K(1223168K)] 1652149K->730451K(4019712K), 0.0662493 secs] [Times: user=0.35 sys=0.16, real=0.07 secs] 
2021-01-22T00:41:33.513+0800: 1.369: [GC (Allocation Failure) [PSYoungGen: 1223163K->174581K(900608K)] 1779027K->856507K(3697152K), 0.0661367 secs] [Times: user=0.37 sys=0.16, real=0.07 secs] 
2021-01-22T00:41:33.661+0800: 1.517: [GC (Allocation Failure) [PSYoungGen: 900597K->273441K(1061888K)] 1582523K->957483K(3858432K), 0.0285355 secs] [Times: user=0.22 sys=0.00, real=0.03 secs] 
2021-01-22T00:41:33.769+0800: 1.625: [GC (Allocation Failure) [PSYoungGen: 999457K->328057K(1039360K)] 1683499K->1015846K(3835904K), 0.0338649 secs] [Times: user=0.26 sys=0.00, real=0.03 secs] 
